,ticker,ttm,2023-02-28,2022-02-28,2021-02-28,2020-02-29
Total revenue(figures in $M),KMX,31649.075,29684.873,31900.412,18950.149,20319.987
Cost of revenue(figures in $M),KMX,28748.862,26884.67,28612.87,16571.024,17597.647
Gross profit(figures in $M),KMX,2900.213,2800.203,3287.542,2379.125,2722.34
Selling general and administrative(figures in $M),KMX,2594.9,2487.4,2325.2,1898.775,1940.067
Total operating expenses(figures in $M),KMX,3109.266,3032.849,2678.856,1898.775,1940.067
Operating income or loss(figures in $M),KMX,-209.053,-232.646,608.686,480.35,782.273
Interest expense(figures in $M),KMX,367.418,430.698,322.895,86.178,83.007
Total other income/expenses net(figures in $M),KMX,1.418,9.401,34.568,8.275,5.69
Income before tax(figures in $M),KMX,755.417,636.804,1492.346,965.257,1160.986
Income tax expense(figures in $M),KMX,179.831,152.042,341.049,218.338,272.553
Income from continuing operations(figures in $M),KMX,575.586,484.762,1151.297,746.919,888.433
Net income(figures in $M),KMX,575.586,484.762,1151.297,746.919,888.433
Net income available to common shareholders(figures in $M),KMX,575.586,484.762,1151.297,746.919,888.433
Basic EPS(figures in $M),KMX,,,7.09e-06,4.58e-06,5.39e-06
Diluted EPS(figures in $M),KMX,,,6.969999999999999e-06,4.52e-06,5.33e-06
Basic average shares(figures in $M),KMX,,,162.41,163.183,164.836
Diluted average shares(figures in $M),KMX,,,165.176,165.133,166.82
EBITDA(figures in $M),KMX,,1332.726,2088.429,1293.591,1459.804
