,2023,2022,2021,2020,2019,ticker
Current ratio,2.601,3.199,2.424,2.387,2.451,KMX
Quick ratio,0.317,0.324,0.219,0.162,0.142,KMX
Cash ratio,0.162,0.050,0.078,0.038,0.036,KMX
Days of sales outstanding,3.674,6.419,4.605,3.432,2.809,KMX
Days of inventory outstanding,50.588,65.372,69.541,59.039,58.601,KMX
Operating cycle,54.262,71.790,74.146,62.471,61.410,KMX
Days of payables outstanding,11.222,11.962,17.606,15.289,13.797,KMX
Cash conversion cycle,43.040,59.828,56.539,47.182,47.613,KMX
Gross profit margin,0.094,0.103,0.126,0.134,0.136,KMX
Operating profit margin,0.036,0.057,0.055,0.061,0.065,KMX
Pretax profit margin,0.021,0.047,0.051,0.057,0.061,KMX
Net profit margin,0.016,0.036,0.039,0.044,0.046,KMX
Effective tax rate,0.239,0.229,0.226,0.235,0.243,KMX
Return on assets,0.019,0.044,0.035,0.042,0.045,KMX
Return on equity,0.086,0.220,0.171,0.236,0.251,KMX
Return on capital employed,0.044,0.075,0.053,0.064,0.068,KMX
Net income per EBT,0.761,0.771,0.774,0.765,0.757,KMX
Ebt per ebit,0.597,0.822,0.918,0.933,0.936,KMX
Ebit per revenue,0.036,0.057,0.055,0.061,0.065,KMX
Debt ratio,0.786,0.801,0.797,0.821,0.821,KMX
Debt equity ratio,3.373,3.682,3.557,4.205,4.078,KMX
Long term debt to capitalization,0.765,0.781,0.775,0.803,0.798,KMX
Total debt to capitalization,0.771,0.786,0.781,0.808,0.803,KMX
Interest coverage,2.479,5.622,12.201,14.987,15.682,KMX
Cash flow to debt ratio,0.068,-0.132,0.043,-0.015,0.012,KMX
Company equity multiplier,4.665,5.031,4.935,5.594,5.576,KMX
Receivables turnover,99.353,56.865,79.266,106.337,129.947,KMX
Payables turnover,32.525,30.513,20.731,23.873,26.455,KMX
Inventory turnover,7.215,5.583,5.249,6.182,6.229,KMX
Fixed asset turnover,7.465,8.515,5.434,5.776,6.426,KMX
Asset turnover,1.134,1.211,0.880,0.964,0.971,KMX
Operating cash flow per share,8.081,-15.698,4.092,-1.435,0.934,KMX
Free cash flow per share,5.420,-17.597,3.084,-3.449,-0.812,KMX
Cash per share,1.982,0.632,0.811,0.353,0.269,KMX
Payout ratio,0,0,0,0,0,KMX
Operating cash flow sales ratio,0.043,-0.080,0.035,-0.012,0.009,KMX
Free cash flow operating cash flow ratio,0.671,1.121,0.754,2.403,-0.869,KMX
Cash flow coverage ratios,0.068,-0.132,0.043,-0.015,0.012,KMX
Short term coverage ratios,2.028,-4.423,1.381,-0.509,0.409,KMX
Capital expenditure coverage ratio,-3.036,8.263,-4.058,0.713,-0.535,KMX
Dividend paid and capex coverage ratio,-3.036,8.263,-4.058,0.713,-0.535,KMX
Dividend payout ratio,0,0,0,0,0,KMX
Price book value ratio,1.953,3.392,4.538,3.819,3.227,KMX
Price to book ratio,1.953,3.392,4.538,3.819,3.227,KMX
Price to sales ratio,0.369,0.557,1.045,0.708,0.596,KMX
Price earnings ratio,22.616,15.423,26.521,16.199,12.861,KMX
Price to free cash flows ratio,12.739,-6.213,39.364,-25.315,-76.477,KMX
Price to operating cash flows ratio,8.543,-6.965,29.665,-60.826,66.479,KMX
Price cash flow ratio,8.543,-6.965,29.665,-60.826,66.479,KMX
Price earnings to growth ratio,-0.397,0.281,-1.765,1.397,0.393,KMX
Price sales ratio,0.369,0.557,1.045,0.708,0.596,KMX
Dividend yield,0,0,0,0,0,KMX
Enterprise value multiple,22.195,17.682,27.214,20.676,17.855,KMX
Price fair value,1.953,3.392,4.538,3.819,3.227,KMX
